#assembly	accession	start	stop	name	query	e-value	score	bias
GCF_900185935.1	NZ_FYBB01000011.1	258922	259854	lcl|ORF129_NZ_FYBB01000011.1:258922:259854	TIGR01865.1	2.4e-05	21.1	0.0
GCF_900185935.1	NZ_FYBB01000127.1	93955	93587	lcl|ORF104_NZ_FYBB01000127.1:93955:93587	TIGR01865.1	0.039	10.5	0.7
GCF_900186835.1	NZ_LT906448.1	520078	519476	lcl|ORF1845_NZ_LT906448.1:520078:519476	TIGR01865.1	0.0014	13.8	1.1
GCF_900186865.1	NZ_LT906480.1	3499753	3500418	lcl|ORF2143_NZ_LT906480.1:3499753:3500418	TIGR01865.1	6.8e-05	20.1	0.0
GCF_900186995.1	NZ_LT906463.1	1570369	1567190	lcl|ORF1706_NZ_LT906463.1:1570369:1567190	TIGR01865.1	4.4e-226	749.8	8.1
GCF_900187155.1	NZ_LT906456.1	555073	558237	lcl|ORF447_NZ_LT906456.1:555073:558237	TIGR01865.1	2.8e-226	750.6	5.9
GCF_900187455.1	NZ_FYDX01000007.1	33259	34956	lcl|ORF106_NZ_FYDX01000007.1:33259:34956	TIGR01865.1	0.02	12.3	0.0
GCF_900187455.1	NZ_FYDX01000023.1	20804	18390	lcl|ORF105_NZ_FYDX01000023.1:20804:18390	TIGR01865.1	0.1	9.9	0.0
GCF_900187465.1	NZ_FYDI01000005.1	252365	253453	lcl|ORF284_NZ_FYDI01000005.1:252365:253453	TIGR01865.1	0.003	14.6	0.2
GCF_900187465.1	NZ_FYDI01000007.1	4976	5572	lcl|ORF112_NZ_FYDI01000007.1:4976:5572	TIGR01865.1	0.024	11.6	0.0
GCF_900187495.1	NZ_FYDK01000002.1	1068970	1071402	lcl|ORF503_NZ_FYDK01000002.1:1068970:1071402	TIGR01865.1	0.042	10.9	0.0
GCF_900187595.1	NZ_FYDP01000006.1	257491	258126	lcl|ORF141_NZ_FYDP01000006.1:257491:258126	TIGR01865.1	0.0038	14.3	0.0
GCF_900187635.1	NZ_FYEC01000003.1	65420	65061	lcl|ORF326_NZ_FYEC01000003.1:65420:65061	TIGR01865.1	0.0098	13.0	0.0
GCF_900187955.1	NZ_FZQI01000001.1	586343	585678	lcl|ORF758_NZ_FZQI01000001.1:586343:585678	TIGR01865.1	0.0001	19.5	0.0
GCF_900188015.1	NZ_FZPB01000001.1	772013	772678	lcl|ORF1354_NZ_FZPB01000001.1:772013:772678	TIGR01865.1	0.0015	15.6	0.0
GCF_900188155.1	NZ_FZOG01000001.1	59954	58986	lcl|ORF1146_NZ_FZOG01000001.1:59954:58986	TIGR03031.1	0.012	12.1	0.0
GCF_900188285.1	NZ_FZOM01000002.1	420850	421542	lcl|ORF307_NZ_FZOM01000002.1:420850:421542	TIGR01865.1	0.29	8.3	2.5
GCF_900195375.1	NZ_FZFJ01000084.1	537	157	lcl|ORF19_NZ_FZFJ01000084.1:537:157	TIGR01865.1	0.0035	13.8	0.5
GCF_900195425.1	NZ_FZFS01000085.1	567	187	lcl|ORF26_NZ_FZFS01000085.1:567:187	TIGR01865.1	0.0035	13.8	0.5
GCF_900195545.1	NZ_FZFB01000042.1	38706	38326	lcl|ORF35_NZ_FZFB01000042.1:38706:38326	TIGR01865.1	0.0018	14.8	0.9
GCF_900195705.1	NZ_FZFG01000063.1	3778	4170	lcl|ORF12_NZ_FZFG01000063.1:3778:4170	TIGR01865.1	0.012	12.3	0.3
GCF_900197575.1	NZ_FZLN01000002.1	162851	161685	lcl|ORF214_NZ_FZLN01000002.1:162851:161685	TIGR01865.1	8.4e-06	21.3	0.0
GCF_900198535.1	NZ_FZNJ01000001.1	469342	468662	lcl|ORF1195_NZ_FZNJ01000001.1:469342:468662	TIGR03031.1	0.061	9.8	0.0
GCF_900200035.1	NZ_FZTC01000015.1	522886	521921	lcl|ORF812_NZ_FZTC01000015.1:522886:521921	TIGR01865.1	3	4.6	5.0
GCF_900200035.1	NZ_FZTC01000020.1	219673	218993	lcl|ORF306_NZ_FZTC01000020.1:219673:218993	TIGR03031.1	0.068	10.0	0.0
GCF_900215245.1	NZ_LT907842.1	5491535	5490738	lcl|ORF6977_NZ_LT907842.1:5491535:5490738	TIGR01865.1	0.013	12.7	0.1
GCF_900215375.1	NZ_OBEF01000006.1	136914	137927	lcl|ORF26_NZ_OBEF01000006.1:136914:137927	TIGR01865.1	0.00019	18.1	0.0
GCF_900215385.1	NZ_OBEE01000010.1	126731	126066	lcl|ORF226_NZ_OBEE01000010.1:126731:126066	TIGR01865.1	0.0001	19.5	0.0
GCF_900215535.1	NZ_OCND01000004.1	115848	116510	lcl|ORF25_NZ_OCND01000004.1:115848:116510	TIGR01865.1	0.002	15.1	0.0
GCF_900217905.1	NZ_OBMO01000006.1	67739	68347	lcl|ORF105_NZ_OBMO01000006.1:67739:68347	TIGR01865.1	5.9e-05	20.0	0.0
GCF_900230135.1	NZ_OCMM01000001.1	657604	657972	lcl|ORF374_NZ_OCMM01000001.1:657604:657972	TIGR01865.1	0.00016	18.9	0.0
GCF_900232975.1	NZ_OETD01000013.1	54382	53762	lcl|ORF45_NZ_OETD01000013.1:54382:53762	TIGR01865.1	3.7	3.8	7.6
GCF_900234415.1	NZ_LT961795.1	41965	41309	lcl|ORF54_NZ_LT961795.1:41965:41309	TIGR01865.1	1.9e-05	21.9	0.0
GCF_900234425.1	NZ_LT960793.1	4943659	4944315	lcl|ORF2523_NZ_LT960793.1:4943659:4944315	TIGR01865.1	2e-05	21.9	0.0
GCF_900234435.1	NZ_LT960810.1	4914446	4915102	lcl|ORF3744_NZ_LT960810.1:4914446:4915102	TIGR01865.1	2e-05	21.9	0.0
GCF_900234445.1	NZ_LT960913.1	4955528	4956184	lcl|ORF3771_NZ_LT960913.1:4955528:4956184	TIGR01865.1	2e-05	21.9	0.0
GCF_900234455.1	NZ_LT960857.1	41965	41309	lcl|ORF54_NZ_LT960857.1:41965:41309	TIGR01865.1	1.9e-05	21.9	0.0
GCF_900234465.1	NZ_LT961104.1	4510	5166	lcl|ORF14_NZ_LT961104.1:4510:5166	TIGR01865.1	2e-05	21.9	0.0
GCF_900234475.1	NZ_LT961277.1	4510	5166	lcl|ORF14_NZ_LT961277.1:4510:5166	TIGR01865.1	2e-05	21.9	0.0
GCF_900234495.1	NZ_LT961733.1	1565257	1565913	lcl|ORF1720_NZ_LT961733.1:1565257:1565913	TIGR01865.1	2.1e-05	21.9	0.0
GCF_900234495.1	NZ_LT961733.1	2620662	2621318	lcl|ORF652_NZ_LT961733.1:2620662:2621318	TIGR01865.1	2.1e-05	21.9	0.0
GCF_900234495.1	NZ_LT961733.1	5406674	5406018	lcl|ORF6703_NZ_LT961733.1:5406674:5406018	TIGR01865.1	2.1e-05	21.9	0.0
GCF_900234495.1	NZ_LT961733.1	2962238	2961564	lcl|ORF7274_NZ_LT961733.1:2962238:2961564	TIGR01865.1	0.014	12.6	0.0
GCF_900234515.1	NZ_LT960968.1	41965	41309	lcl|ORF54_NZ_LT960968.1:41965:41309	TIGR01865.1	1.9e-05	21.9	0.0
GCF_900234505.1	NZ_LT961222.1	4510	5166	lcl|ORF14_NZ_LT961222.1:4510:5166	TIGR01865.1	1.9e-05	21.9	0.0
GCF_900234525.1	NZ_OCZC01000054.1	229124	228468	lcl|ORF369_NZ_OCZC01000054.1:229124:228468	TIGR01865.1	2.1e-05	21.9	0.0
GCF_900234565.1	NZ_OCZE01000144.1	8124	8780	lcl|ORF5_NZ_OCZE01000144.1:8124:8780	TIGR01865.1	2.1e-05	21.9	0.0
GCF_900234565.1	NZ_OCZE01000170.1	3809	3162	lcl|ORF4_NZ_OCZE01000170.1:3809:3162	TIGR01865.1	0.012	12.7	0.0
GCF_900234535.1	NZ_OCZD01000508.1	5524	6180	lcl|ORF3_NZ_OCZD01000508.1:5524:6180	TIGR01865.1	2.1e-05	21.9	0.0
GCF_900235805.1	NZ_ODAM01000011.1	84361	83837	lcl|ORF144_NZ_ODAM01000011.1:84361:83837	TIGR01865.1	0.036	11.2	0.0
GCF_900235815.1	NZ_LT963409.1	5446552	5447235	lcl|ORF2323_NZ_LT963409.1:5446552:5447235	TIGR01865.1	0.059	10.4	0.1
GCF_900235825.1	NZ_LT962480.1	471160	470513	lcl|ORF4709_NZ_LT962480.1:471160:470513	TIGR01865.1	0.013	12.5	0.0
GCF_900235835.1	NZ_LT963402.1	568807	568283	lcl|ORF4907_NZ_LT963402.1:568807:568283	TIGR01865.1	0.037	11.2	0.0
GCF_900235855.1	NZ_ODAL01000014.1	88643	88119	lcl|ORF111_NZ_ODAL01000014.1:88643:88119	TIGR01865.1	0.037	11.2	0.0
GCF_900235865.1	NZ_LT962481.1	5553774	5554421	lcl|ORF1088_NZ_LT962481.1:5553774:5554421	TIGR01865.1	0.013	12.5	0.0
GCF_900235895.1	NZ_LT963395.1	3657425	3657844	lcl|ORF3204_NZ_LT963395.1:3657425:3657844	TIGR03031.1	0.023	11.8	0.0
GCF_900240325.1	NZ_OEQF01000023.1	318049	317393	lcl|ORF284_NZ_OEQF01000023.1:318049:317393	TIGR01865.1	1.6e-05	22.1	0.0
GCF_900240355.1	NZ_OEQE01000027.1	204300	203644	lcl|ORF188_NZ_OEQE01000027.1:204300:203644	TIGR01865.1	1.4e-05	22.3	0.0
GCF_900240365.1	NZ_OEQG01000022.1	50915	50259	lcl|ORF89_NZ_OEQG01000022.1:50915:50259	TIGR01865.1	1.4e-05	22.3	0.0
GCF_900240435.1	NZ_OEQL01000023.1	74681	75337	lcl|ORF133_NZ_OEQL01000023.1:74681:75337	TIGR01865.1	1.4e-05	22.3	0.0
GCF_900241235.1	NZ_OETK01000072.1	2710	2330	lcl|ORF3_NZ_OETK01000072.1:2710:2330	TIGR01865.1	0.0017	14.9	0.9
GCF_900241385.1	NZ_OETW01000016.1	5185	4805	lcl|ORF122_NZ_OETW01000016.1:5185:4805	TIGR01865.1	0.0016	14.9	0.9
GCF_900241425.1	NZ_OEUC01000060.1	2710	2330	lcl|ORF3_NZ_OEUC01000060.1:2710:2330	TIGR01865.1	0.0017	14.9	0.9
GCF_900241575.1	NZ_OEUS01000081.1	2710	2330	lcl|ORF3_NZ_OEUS01000081.1:2710:2330	TIGR01865.1	0.0017	14.9	0.9
GCF_900241625.1	NZ_OEUT01000078.1	2710	2330	lcl|ORF3_NZ_OEUT01000078.1:2710:2330	TIGR01865.1	0.0017	14.9	0.9
GCF_900241775.1	NZ_OEVK01000130.1	2321	1941	lcl|ORF3_NZ_OEVK01000130.1:2321:1941	TIGR01865.1	0.0017	14.9	0.9
GCF_900241795.1	NZ_OEVG01000076.1	2710	2330	lcl|ORF3_NZ_OEVG01000076.1:2710:2330	TIGR01865.1	0.0017	14.9	0.9
GCF_900241915.1	NZ_OEVX01000059.1	27721	27341	lcl|ORF14_NZ_OEVX01000059.1:27721:27341	TIGR01865.1	0.0017	14.9	0.9
GCF_900242075.1	NZ_OEWP01000068.1	2231	1851	lcl|ORF9_NZ_OEWP01000068.1:2231:1851	TIGR01865.1	0.0017	14.9	0.9
GCF_900242435.1	NZ_OEYC01000159.1	2266	1886	lcl|ORF9_NZ_OEYC01000159.1:2266:1886	TIGR01865.1	0.0017	14.9	0.9
GCF_900242525.1	NZ_OEYG01000065.1	2710	2330	lcl|ORF3_NZ_OEYG01000065.1:2710:2330	TIGR01865.1	0.0017	14.9	0.9
GCF_900312995.1	NZ_ONZI01000002.1	456578	455979	lcl|ORF961_NZ_ONZI01000002.1:456578:455979	TIGR01865.1	1e-05	22.2	0.0
GCF_900312995.1	NZ_ONZI01000004.1	521046	520348	lcl|ORF564_NZ_ONZI01000004.1:521046:520348	TIGR01865.1	0.072	9.5	0.0
GCF_900312995.1	NZ_ONZI01000002.1	456578	455979	lcl|ORF961_NZ_ONZI01000002.1:456578:455979	TIGR03031.1	0.04	10.3	0.0
GCF_900322725.1	NZ_LT991957.1	2667993	2666980	lcl|ORF2887_NZ_LT991957.1:2667993:2666980	TIGR01865.1	0.0029	14.3	0.0
GCF_900324475.1	NZ_LT992502.1	592766	591753	lcl|ORF4968_NZ_LT992502.1:592766:591753	TIGR01865.1	0.0058	13.2	0.0
GCF_900379685.1	NZ_ORXW01000003.1	78924	80636	lcl|ORF24_NZ_ORXW01000003.1:78924:80636	TIGR01865.1	0.015	11.7	0.3
GCF_900379705.1	NZ_ORXX01000080.1	1221	565	lcl|ORF33_NZ_ORXX01000080.1:1221:565	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379715.1	NZ_ORXY01000073.1	1186	530	lcl|ORF33_NZ_ORXY01000073.1:1186:530	TIGR01865.1	1.5e-05	21.9	0.0
GCF_900379725.1	NZ_ORXZ01000094.1	1164	508	lcl|ORF17_NZ_ORXZ01000094.1:1164:508	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379735.1	NZ_ORYA01000253.1	604	1260	lcl|ORF1_NZ_ORYA01000253.1:604:1260	TIGR01865.1	1.5e-05	21.9	0.0
GCF_900379745.1	NZ_ORYC01000061.1	1071	415	lcl|ORF29_NZ_ORYC01000061.1:1071:415	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379755.1	NZ_ORYB01000106.1	1243	587	lcl|ORF20_NZ_ORYB01000106.1:1243:587	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379765.1	NZ_ORYE01000119.1	1166	510	lcl|ORF17_NZ_ORYE01000119.1:1166:510	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379775.1	NZ_ORYD01000105.1	1144	488	lcl|ORF2_NZ_ORYD01000105.1:1144:488	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379785.1	NZ_ORYG01000129.1	1177	521	lcl|ORF10_NZ_ORYG01000129.1:1177:521	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379795.1	NZ_ORYF01000153.1	36387	37043	lcl|ORF11_NZ_ORYF01000153.1:36387:37043	TIGR01865.1	1.5e-05	21.9	0.0
GCF_900379805.1	NZ_ORYH01000070.1	1239	583	lcl|ORF26_NZ_ORYH01000070.1:1239:583	TIGR01865.1	1.5e-05	21.9	0.0
GCF_900379815.1	NZ_ORYI01000071.1	1124	468	lcl|ORF26_NZ_ORYI01000071.1:1124:468	TIGR01865.1	1.5e-05	21.9	0.0
GCF_900379825.1	NZ_ORYJ01000104.1	1132	476	lcl|ORF20_NZ_ORYJ01000104.1:1132:476	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379835.1	NZ_ORYK01000091.1	1475	819	lcl|ORF26_NZ_ORYK01000091.1:1475:819	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379845.1	NZ_ORYL01000110.1	1160	504	lcl|ORF24_NZ_ORYL01000110.1:1160:504	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379855.1	NZ_ORYM01000117.1	1397	741	lcl|ORF26_NZ_ORYM01000117.1:1397:741	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379865.1	NZ_ORYN01000088.1	1094	438	lcl|ORF13_NZ_ORYN01000088.1:1094:438	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379875.1	NZ_ORYO01000122.1	1437	781	lcl|ORF19_NZ_ORYO01000122.1:1437:781	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379885.1	NZ_ORYQ01000115.1	1110	454	lcl|ORF26_NZ_ORYQ01000115.1:1110:454	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379895.1	NZ_ORYP01000101.1	1048	392	lcl|ORF29_NZ_ORYP01000101.1:1048:392	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379905.1	NZ_ORYR01000118.1	1130	474	lcl|ORF18_NZ_ORYR01000118.1:1130:474	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379915.1	NZ_ORYS01000117.1	1046	390	lcl|ORF21_NZ_ORYS01000117.1:1046:390	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379925.1	NZ_ORYT01000124.1	1059	403	lcl|ORF6_NZ_ORYT01000124.1:1059:403	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379945.1	NZ_ORYU01000129.1	1101	445	lcl|ORF22_NZ_ORYU01000129.1:1101:445	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379955.1	NZ_ORYW01000122.1	14768	15424	lcl|ORF14_NZ_ORYW01000122.1:14768:15424	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379965.1	NZ_ORYZ01000115.1	1057	401	lcl|ORF16_NZ_ORYZ01000115.1:1057:401	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379975.1	NZ_ORYX01000117.1	1329	673	lcl|ORF19_NZ_ORYX01000117.1:1329:673	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379985.1	NZ_ORYY01000256.1	1670	2326	lcl|ORF2_NZ_ORYY01000256.1:1670:2326	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900379995.1	NZ_ORZB01000107.1	1048	392	lcl|ORF24_NZ_ORZB01000107.1:1048:392	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900380005.1	NZ_ORZA01000064.1	1071	415	lcl|ORF8_NZ_ORZA01000064.1:1071:415	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900380015.1	NZ_ORZC01000200.1	27783	28439	lcl|ORF7_NZ_ORZC01000200.1:27783:28439	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900380025.1	NZ_ORZF01000087.1	26760	27416	lcl|ORF8_NZ_ORZF01000087.1:26760:27416	TIGR01865.1	1.4e-05	21.9	0.0
GCF_900380035.1	NZ_ORZE01000077.1	1584	928	lcl|ORF24_NZ_ORZE01000077.1:1584:928	TIGR01865.1	1.5e-05	21.9	0.0
GCF_900380045.1	NZ_ORZD01000086.1	1148	492	lcl|ORF27_NZ_ORZD01000086.1:1148:492	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900380055.1	NZ_ORZG01000140.1	27646	28302	lcl|ORF14_NZ_ORZG01000140.1:27646:28302	TIGR01865.1	1.5e-05	21.9	0.0
GCF_900380085.1	NZ_ORZK01000087.1	866	210	lcl|ORF36_NZ_ORZK01000087.1:866:210	TIGR01865.1	1.4e-05	21.9	0.0
GCF_900380095.1	NZ_ORZJ01000149.1	26759	27415	lcl|ORF17_NZ_ORZJ01000149.1:26759:27415	TIGR01865.1	1.4e-05	21.9	0.0
GCF_900380105.1	NZ_ORZL01000091.1	799	143	lcl|ORF32_NZ_ORZL01000091.1:799:143	TIGR01865.1	1.4e-05	21.9	0.0
GCF_900380115.1	NZ_ORZN01000069.1	803	147	lcl|ORF36_NZ_ORZN01000069.1:803:147	TIGR01865.1	1.4e-05	21.9	0.0
GCF_900380125.1	NZ_ORZM01000067.1	804	148	lcl|ORF37_NZ_ORZM01000067.1:804:148	TIGR01865.1	1.5e-05	21.9	0.0
GCF_900380135.1	NZ_ORZP01000069.1	803	147	lcl|ORF25_NZ_ORZP01000069.1:803:147	TIGR01865.1	1.5e-05	21.9	0.0
GCF_900380145.1	NZ_ORZO01000149.1	27395	28051	lcl|ORF17_NZ_ORZO01000149.1:27395:28051	TIGR01865.1	1.5e-05	21.9	0.0
GCF_900380155.1	NZ_ORZQ01000076.1	800	144	lcl|ORF25_NZ_ORZQ01000076.1:800:144	TIGR01865.1	1.4e-05	21.9	0.0
GCF_900380165.1	NZ_ORZR01000118.1	27295	27951	lcl|ORF11_NZ_ORZR01000118.1:27295:27951	TIGR01865.1	1.4e-05	21.9	0.0
GCF_900380175.1	NZ_ORZT01000077.1	803	147	lcl|ORF36_NZ_ORZT01000077.1:803:147	TIGR01865.1	1.4e-05	21.9	0.0
GCF_900380185.1	NZ_ORZU01000067.1	803	147	lcl|ORF26_NZ_ORZU01000067.1:803:147	TIGR01865.1	1.4e-05	21.9	0.0
GCF_900380195.1	NZ_ORZS01000076.1	802	146	lcl|ORF37_NZ_ORZS01000076.1:802:146	TIGR01865.1	1.5e-05	21.9	0.0
GCF_900380205.1	NZ_ORZV01000085.1	803	147	lcl|ORF37_NZ_ORZV01000085.1:803:147	TIGR01865.1	1.4e-05	21.9	0.0
GCF_900380215.1	NZ_ORZW01000069.1	802	146	lcl|ORF30_NZ_ORZW01000069.1:802:146	TIGR01865.1	1.4e-05	21.9	0.0
GCF_900380225.1	NZ_ORZY01000072.1	802	146	lcl|ORF29_NZ_ORZY01000072.1:802:146	TIGR01865.1	1.5e-05	21.9	0.0
GCF_900380235.1	NZ_ORZX01000108.1	27437	28093	lcl|ORF18_NZ_ORZX01000108.1:27437:28093	TIGR01865.1	1.5e-05	21.9	0.0
GCF_900380245.1	NZ_ORZZ01000161.1	27293	27949	lcl|ORF18_NZ_ORZZ01000161.1:27293:27949	TIGR01865.1	1.4e-05	21.9	0.0
GCF_900382755.1	NZ_OSDX01000025.1	15243	13531	lcl|ORF25_NZ_OSDX01000025.1:15243:13531	TIGR01865.1	0.027	10.7	0.3
GCF_900406645.1	NZ_OVCA01000031.1	30349	29870	lcl|ORF10_NZ_OVCA01000031.1:30349:29870	TIGR01865.1	2.9e-05	20.3	0.2
GCF_900406695.1	NZ_OVCE01000029.1	10491	10970	lcl|ORF2_NZ_OVCE01000029.1:10491:10970	TIGR01865.1	2.9e-05	20.3	0.2
GCF_900406705.1	NZ_OVCB01000026.1	10491	10970	lcl|ORF2_NZ_OVCB01000026.1:10491:10970	TIGR01865.1	2.9e-05	20.3	0.2
GCF_900406805.1	NZ_UEGJ01000041.1	17527	16466	lcl|ORF28_NZ_UEGJ01000041.1:17527:16466	TIGR01865.1	2.6e-06	23.7	0.2
GCF_900406815.1	NZ_OVCN01000003.1	17398	16619	lcl|ORF106_NZ_OVCN01000003.1:17398:16619	TIGR01865.1	0.00011	18.0	1.4
GCF_900406915.1	NZ_OVDA01000226.1	4349	4933	lcl|ORF3_NZ_OVDA01000226.1:4349:4933	TIGR01865.1	0.0016	16.0	0.0
GCF_900407075.1	NZ_OVDM01000143.1	323	0	lcl|ORF1_NZ_OVDM01000143.1:323:0	TIGR01865.1	0.0037	14.2	0.6
GCF_900407095.1	NZ_OVDN01000005.1	259673	258984	lcl|ORF157_NZ_OVDN01000005.1:259673:258984	TIGR01865.1	0.00037	17.4	0.1
GCF_900407115.1	NZ_OVDO01000004.1	60967	61980	lcl|ORF80_NZ_OVDO01000004.1:60967:61980	TIGR01865.1	0.00032	17.6	0.0
GCF_900407165.1	NZ_OVDX01000048.1	12760	12080	lcl|ORF38_NZ_OVDX01000048.1:12760:12080	TIGR03031.1	0.035	11.0	0.0
GCF_900407235.1	NZ_OVEF01000029.1	12227	11394	lcl|ORF83_NZ_OVEF01000029.1:12227:11394	TIGR01865.1	0.023	11.5	0.0
GCF_900407245.1	NZ_OVEE01000015.1	60212	61045	lcl|ORF66_NZ_OVEE01000015.1:60212:61045	TIGR01865.1	0.022	11.5	0.0
GCF_900407255.1	NZ_OVED01000025.1	18411	17398	lcl|ORF95_NZ_OVED01000025.1:18411:17398	TIGR01865.1	0.00032	17.7	0.0
GCF_900407255.1	NZ_OVED01000024.1	18431	19111	lcl|ORF43_NZ_OVED01000024.1:18431:19111	TIGR03031.1	0.033	11.0	0.0
GCF_900407335.1	NZ_OVEN01000050.1	16289	15498	lcl|ORF29_NZ_OVEN01000050.1:16289:15498	TIGR01865.1	0.0016	15.3	0.2
GCF_900407395.1	NZ_UEUC01000026.1	92631	93539	lcl|ORF11_NZ_UEUC01000026.1:92631:93539	TIGR01865.1	0.0085	10.9	0.5
GCF_900407705.1	NZ_UEUZ01000034.1	92461	93369	lcl|ORF32_NZ_UEUZ01000034.1:92461:93369	TIGR01865.1	0.0084	10.9	0.5
GCF_900444845.1	NZ_UAPN01000030.1	81733	80654	lcl|ORF148_NZ_UAPN01000030.1:81733:80654	TIGR01865.1	4e-06	23.0	0.2
GCF_900444845.1	NZ_UAPN01000030.1	69802	69407	lcl|ORF151_NZ_UAPN01000030.1:69802:69407	TIGR01865.1	0.0019	14.1	0.0
GCF_900444835.1	NZ_UFRR01000003.1	3380900	3379821	lcl|ORF1543_NZ_UFRR01000003.1:3380900:3379821	TIGR01865.1	4e-06	23.0	0.2
GCF_900444835.1	NZ_UFRR01000003.1	3368969	3368574	lcl|ORF1546_NZ_UFRR01000003.1:3368969:3368574	TIGR01865.1	0.0019	14.1	0.0
GCF_900444855.1	NZ_UFRV01000006.1	2929643	2930704	lcl|ORF1487_NZ_UFRV01000006.1:2929643:2930704	TIGR01865.1	8.8e-06	21.9	1.5
GCF_900444865.1	NZ_UFRL01000002.1	877878	877222	lcl|ORF2209_NZ_UFRL01000002.1:877878:877222	TIGR01865.1	0.0028	13.4	0.8
GCF_900444875.1	NZ_UFRZ01000001.1	831726	831070	lcl|ORF2795_NZ_UFRZ01000001.1:831726:831070	TIGR01865.1	0.0028	13.4	0.8
GCF_900444925.1	NZ_UFSE01000003.1	1076098	1075085	lcl|ORF2584_NZ_UFSE01000003.1:1076098:1075085	TIGR01865.1	2.7e-07	26.7	0.1
GCF_900444925.1	NZ_UFSE01000003.1	1074994	1073384	lcl|ORF2585_NZ_UFSE01000003.1:1074994:1073384	TIGR01865.1	7e-07	25.4	0.9
GCF_900444965.1	NZ_UFRQ01000003.1	2240988	2237719	lcl|ORF2006_NZ_UFRQ01000003.1:2240988:2237719	TIGR01865.1	3e-223	740.8	8.4
GCF_900444965.1	NZ_UFRQ01000003.1	119998	121110	lcl|ORF356_NZ_UFRQ01000003.1:119998:121110	TIGR01865.1	1.8e-05	20.4	0.1
GCF_900445015.1	NZ_UFSD01000002.1	1198403	1199452	lcl|ORF912_NZ_UFSD01000002.1:1198403:1199452	TIGR01865.1	2.1e-90	301.3	2.9
GCF_900445035.1	NZ_UFSH01000002.1	1198850	1199899	lcl|ORF871_NZ_UFSH01000002.1:1198850:1199899	TIGR01865.1	2.1e-90	301.3	2.9
GCF_900445175.1	NZ_UFSL01000002.1	1576389	1577450	lcl|ORF349_NZ_UFSL01000002.1:1576389:1577450	TIGR01865.1	0.012	12.4	0.0
GCF_900445225.1	NZ_UAPV01000001.1	2108861	2110006	lcl|ORF1011_NZ_UAPV01000001.1:2108861:2110006	TIGR01865.1	3.7e-06	22.7	1.0
GCF_900445255.1	NZ_UAPU01000005.1	432939	434084	lcl|ORF62_NZ_UAPU01000005.1:432939:434084	TIGR01865.1	8.1e-05	18.2	1.5
GCF_900446895.1	NZ_UFWC01000001.1	3088726	3088361	lcl|ORF2875_NZ_UFWC01000001.1:3088726:3088361	TIGR01865.1	4.9e-05	20.1	0.0
GCF_900446925.1	NZ_UAVY01000002.1	304462	305397	lcl|ORF184_NZ_UAVY01000002.1:304462:305397	TIGR01865.1	0.00055	16.9	0.4
GCF_900446955.1	NZ_UFVZ01000002.1	25103	24738	lcl|ORF1043_NZ_UFVZ01000002.1:25103:24738	TIGR01865.1	4.9e-05	20.1	0.0
GCF_900447325.1	NZ_UFYH01000001.1	572896	571880	lcl|ORF3150_NZ_UFYH01000001.1:572896:571880	TIGR01865.1	0.00028	17.5	0.0
GCF_900447385.1	NZ_UFYK01000001.1	2128423	2127416	lcl|ORF3392_NZ_UFYK01000001.1:2128423:2127416	TIGR01865.1	0.015	11.5	0.5
GCF_900447455.1	NZ_UFYP01000002.1	1880104	1879115	lcl|ORF3695_NZ_UFYP01000002.1:1880104:1879115	TIGR01865.1	0.015	11.5	0.5
GCF_900447525.1	NZ_UGIV01000002.1	580196	579183	lcl|ORF5047_NZ_UGIV01000002.1:580196:579183	TIGR01865.1	0.0024	14.5	0.0
GCF_900447585.1	NZ_UARM01000028.1	8412	9419	lcl|ORF4_NZ_UARM01000028.1:8412:9419	TIGR01865.1	0.016	11.1	0.7
GCF_900448105.1	NZ_UART01000010.1	3900782	3900402	lcl|ORF4352_NZ_UART01000010.1:3900782:3900402	TIGR01865.1	0.0019	14.9	0.9
